incentive,private,grade,table,table_size,table_incentive_pr,grape,grape2,cluster,strata,sex,race,lunch,dg,sw,sc,male,group,sex_mf,grade_mod,black,hispanic,free,public,above_grade_median,nosurvey,dbestfriend,dbestfriend_i,dpopular,dpopular_i,tpr_own,Switched,Stayed
1,0,2,223,3,1,1,1,216,19,3,2,2,0,0,0,1,8,1,2,1,0,1,1,0,0,0,0,0,0,0.6666666865348816,Not Changed,Stayed Grape
0,0,7,62,3,0.6666666865348816,1,1,76,7,3,3,2,0,0,0,1,5,1,7,0,1,1,1,1,0,1,1,0,0,0.6666666865348816,Not Changed,Stayed Grape
1,0,0,223,3,1,1,1,216,19,3,3,2,0,0,0,1,8,1,0,0,1,1,1,0,1,0,0,0,0,0.6666666865348816,Not Changed,Stayed Grape
1,0,8,106,3,1,1,1,121,10,2,3,2,0,0,0,0,8,0,8,0,1,1,1,1,0,1,1,0,0,1,Not Changed,Stayed Grape
0,0,8,81,3,0.3333333432674408,1,1,85,7,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,0,0,0.3333333432674408,Not Changed,Stayed Grape
0,0,7,70,3,0.3333333432674408,1,1,80,7,3,3,2,0,0,0,1,5,1,7,0,1,1,1,1,1,0,0,0,0,0.3333333432674408,Not Changed,Stayed Grape
1,0,7,70,3,0.3333333432674408,1,1,80,7,3,3,2,0,0,0,1,6,1,7,0,1,1,1,1,1,0,0,0,0,0.3333333432674408,Not Changed,Stayed Grape
0,0,7,79,3,0,0,1,84,7,2,3,2,1,1,0,0,2,0,7,0,1,1,1,1,0,1,0,0,0,0,Cookie to Grape,Changed
1,0,7,62,3,0.6666666865348816,1,1,76,7,3,3,2,0,0,0,1,6,1,7,0,1,1,1,1,0,1,1,0,0,0.6666666865348816,Not Changed,Stayed Grape
1,0,8,106,3,1,1,1,121,10,2,3,2,0,0,0,0,8,0,8,0,1,1,1,1,0,1,1,0,0,1,Not Changed,Stayed Grape
1,0,8,106,3,1,1,1,121,10,2,3,4,0,0,0,0,8,0,8,0,1,0,1,1,0,1,1,0,0,1,Not Changed,Stayed Grape
0,0,6,188,3,0,0,0,202,18,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,3,223,3,1,0,0,216,19,2,3,2,0,0,0,0,8,0,3,0,1,1,1,0,0,0,0,0,0,0.3333333432674408,Not Changed,Stayed Cookie
1,0,7,62,3,0.6666666865348816,1,1,76,7,3,3,2,0,0,0,1,6,1,7,0,1,1,1,1,0,1,1,0,0,0.6666666865348816,Not Changed,Stayed Grape
0,0,8,81,3,0.3333333432674408,1,1,85,7,3,3,2,0,0,0,1,5,1,8,0,1,1,1,1,0,1,1,1,0,0,Not Changed,Stayed Grape
0,0,6,188,3,0,1,1,202,18,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,0,0,1,0,0,Not Changed,Stayed Grape
0,0,7,79,3,0,1,1,84,7,2,3,2,0,0,0,0,2,0,7,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,8,81,3,0.3333333432674408,1,0,85,7,2,2,3,-1,0,1,0,6,0,8,1,0,0,1,1,0,1,0,1,1,0.3333333432674408,Grape to Cookie,Changed
1,0,1,17,4,1,1,1,3,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,1,1,1,1,0.75,Not Changed,Stayed Grape
1,0,2,80,4,1,0,0,71,6,3,3,3,0,0,0,1,8,1,2,0,1,0,1,0,1,0,0,0,0,0.75,Not Changed,Stayed Cookie
0,0,5,253,4,0,0,0,263,24,2,3,2,0,0,0,0,2,0,5,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,1,27,4,0.5,1,1,7,1,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,0,1,1,0,0,0.5,Not Changed,Stayed Grape
0,0,6,89,4,0,0,0,89,7,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,0,256,4,1,1,1,241,22,2,2,2,0,0,0,0,8,0,0,1,0,1,1,0,1,0,0,0,0,1,Not Changed,Stayed Grape
1,0,2,80,4,1,1,1,71,6,3,3,2,0,0,0,1,8,1,2,0,1,1,1,0,1,0,0,0,0,0.75,Not Changed,Stayed Grape
1,0,0,256,4,1,0,0,241,22,2,2,2,0,0,0,0,8,0,0,1,0,1,1,0,1,0,0,0,0,1,Not Changed,Stayed Cookie
0,0,2,189,4,0,0,0,186,16,3,3,2,0,0,0,1,2,1,2,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,2,80,4,1,1,1,71,6,2,3,2,0,0,0,0,8,0,2,0,1,1,1,0,1,0,0,0,0,0.25,Not Changed,Stayed Grape
0,0,5,123,4,0.25,1,1,114,9,2,3,4,0,0,0,0,5,0,5,0,1,0,1,1,0,1,1,1,0,0.25,Not Changed,Stayed Grape
0,0,4,268,4,0,1,1,266,24,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Grape
1,0,0,20,4,1,0,0,4,1,3,3,2,0,0,0,1,8,1,0,0,1,1,1,0,1,0,0,0,0,0.25,Not Changed,Stayed Cookie
1,0,4,4,4,1,0,0,21,3,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,1,0,0,0,0,1,Not Changed,Stayed Cookie
0,0,6,89,4,0,0,0,89,7,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,90,4,0,0,0,90,7,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,7,63,4,0.25,1,0,77,7,2,3,3,-1,0,1,0,5,0,7,0,1,0,1,1,0,0,0,0,0,0,Grape to Cookie,Changed
0,0,2,189,4,0,0,0,186,16,3,3,4,0,0,0,1,2,1,2,0,1,0,1,0,0,0,0,1,0,0,Not Changed,Stayed Cookie
0,0,4,268,4,0,0,0,266,24,3,3,2,0,0,0,1,2,1,4,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,2,226,4,0,0,1,217,19,3,2,2,1,1,0,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0,Cookie to Grape,Changed
1,0,1,20,4,1,0,0,4,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,0,0,1,1,0.75,Not Changed,Stayed Cookie
0,0,7,78,4,0,1,1,83,7,3,6,2,0,0,0,1,2,1,7,0,0,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Grape
1,0,6,277,4,1,1,1,269,24,2,3,2,0,0,0,0,8,0,6,0,1,1,1,1,0,1,1,0,0,0.75,Not Changed,Stayed Grape
1,0,1,27,4,0.5,0,0,7,1,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,1,0,0,0.5,Not Changed,Stayed Cookie
0,0,7,63,4,0.25,0,0,77,7,3,3,2,0,0,0,1,5,1,7,0,1,1,1,1,1,0,0,0,0,0.25,Not Changed,Stayed Cookie
0,0,3,226,4,0,0,0,217,19,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
1,0,7,252,4,1,1,0,275,25,3,2,2,-1,0,1,1,8,1,7,1,0,1,1,1,1,0,0,0,0,1,Grape to Cookie,Changed
1,0,1,17,4,1,1,1,3,1,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,0,0,0,0,0.25,Not Changed,Stayed Grape
1,0,0,256,4,1,0,0,241,22,2,2,2,0,0,0,0,8,0,0,1,0,1,1,0,1,0,0,0,0,1,Not Changed,Stayed Cookie
0,0,3,226,4,0,1,0,217,19,3,2,2,-1,0,1,1,2,1,3,1,0,1,1,0,0,1,0,1,0,0,Grape to Cookie,Changed
1,0,1,20,4,1,0,0,4,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,1,1,0,0,0.75,Not Changed,Stayed Cookie
0,0,5,253,4,0,1,0,263,24,2,2,2,-1,0,1,0,2,0,5,1,0,1,1,1,0,1,0,1,0,0,Grape to Cookie,Changed
1,0,6,277,4,1,0,1,269,24,2,2,2,1,1,0,0,8,0,6,1,0,1,1,1,0,1,1,1,1,0.75,Cookie to Grape,Changed
0,0,5,123,4,0.25,0,0,114,9,2,3,2,0,0,0,0,5,0,5,0,1,1,1,1,0,1,1,1,0,0.25,Not Changed,Stayed Cookie
0,0,1,27,4,0.5,0,0,7,1,3,3,2,0,0,0,1,5,1,1,0,1,1,1,0,0,0,0,1,0,0,Not Changed,Stayed Cookie
0,0,5,253,4,0,1,1,263,24,3,3,2,0,0,0,1,2,1,5,0,1,1,1,1,0,0,0,1,0,0,Not Changed,Stayed Grape
0,0,6,90,4,0,0,0,90,7,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,5,123,4,0.25,1,1,114,9,2,3,2,0,0,0,0,5,0,5,0,1,1,1,1,0,1,1,1,0,0.25,Not Changed,Stayed Grape
1,0,7,252,4,1,1,1,275,25,3,2,2,0,0,0,1,8,1,7,1,0,1,1,1,1,0,0,0,0,1,Not Changed,Stayed Grape
1,0,7,252,4,1,1,0,275,25,3,2,2,-1,0,1,1,8,1,7,1,0,1,1,1,1,0,0,0,0,1,Grape to Cookie,Changed
0,0,6,90,4,0,0,0,90,7,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,7,63,4,0.25,1,0,77,7,3,3,2,-1,0,1,1,6,1,7,0,1,1,1,1,1,0,0,0,0,0.25,Grape to Cookie,Changed
1,0,6,277,4,1,1,1,269,24,3,2,2,0,0,0,1,8,1,6,1,0,1,1,1,0,0,0,0,0,0.25,Not Changed,Stayed Grape
1,0,4,4,4,1,1,0,21,3,2,2,2,-1,0,1,0,8,0,4,1,0,1,1,0,0,1,1,0,0,1,Grape to Cookie,Changed
1,0,1,17,4,1,1,0,3,1,2,3,2,-1,0,1,0,8,0,1,0,1,1,1,0,0,1,1,1,1,0.75,Grape to Cookie,Changed
0,0,6,90,4,0,0,0,90,7,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,6,277,4,1,0,0,269,24,2,3,2,0,0,0,0,8,0,6,0,1,1,1,1,0,0,0,1,1,0.75,Not Changed,Stayed Cookie
0,0,7,78,4,0,1,1,83,7,2,3,2,0,0,0,0,2,0,7,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Grape
0,0,7,63,4,0.25,0,0,77,7,3,3,2,0,0,0,1,5,1,7,0,1,1,1,1,0,1,1,1,1,0.25,Not Changed,Stayed Cookie
1,0,1,17,4,1,1,1,3,1,2,2,2,0,0,0,0,8,0,1,1,0,1,1,0,0,1,1,1,1,0.75,Not Changed,Stayed Grape
0,0,4,268,4,0,1,1,266,24,3,3,2,0,0,0,1,2,1,4,0,1,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Grape
1,0,2,80,4,1,1,1,71,6,3,3,2,0,0,0,1,8,1,2,0,1,1,1,0,1,0,0,0,0,0.75,Not Changed,Stayed Grape
0,0,3,226,4,0,0,0,217,19,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,2,189,4,0,0,0,186,16,3,3,4,0,0,0,1,2,1,2,0,1,0,1,0,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,2,189,4,0,0,0,186,16,3,2,2,0,0,0,1,2,1,2,1,0,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,4,4,4,1,1,1,21,3,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,1,1,0,0,1,Not Changed,Stayed Grape
1,0,1,27,4,0.5,0,0,7,1,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,0,0,0,0.5,Not Changed,Stayed Cookie
0,0,6,89,4,0,1,1,89,7,3,6,3,0,0,0,1,2,1,6,0,0,0,1,1,0,1,0,0,0,0,Not Changed,Stayed Grape
0,0,5,253,4,0,0,0,263,24,2,2,2,0,0,0,0,2,0,5,1,0,1,1,1,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,7,78,4,0,0,0,83,7,2,3,4,0,0,0,0,2,0,7,0,1,0,1,1,1,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,0,256,4,1,1,1,241,22,2,3,4,0,0,0,0,8,0,0,0,1,0,1,0,1,0,0,0,0,1,Not Changed,Stayed Grape
1,0,5,123,4,0.25,1,0,114,9,2,3,2,-1,0,1,0,6,0,5,0,1,1,1,1,0,1,0,1,1,0.25,Grape to Cookie,Changed
1,0,4,4,4,1,1,0,21,3,2,3,2,-1,0,1,0,8,0,4,0,1,1,1,0,0,1,1,1,1,1,Grape to Cookie,Changed
1,0,1,20,4,1,0,0,4,1,2,3,1,0,0,0,0,8,0,1,0,1,0,1,0,0,0,0,1,1,0.75,Not Changed,Stayed Cookie
0,0,6,89,4,0,1,1,89,7,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Grape
1,0,7,252,4,1,1,1,275,25,3,2,2,0,0,0,1,8,1,7,1,0,1,1,1,1,0,0,0,0,1,Not Changed,Stayed Grape
0,0,4,268,4,0,1,1,266,24,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Grape
0,0,7,78,4,0,1,1,83,7,2,4,4,0,0,0,0,2,0,7,0,0,0,1,1,0,1,0,1,0,0,Not Changed,Stayed Grape
1,0,4,143,5,1,1,1,143,12,3,2,2,0,0,0,1,8,1,4,1,0,1,1,0,0,1,1,1,1,1,Not Changed,Stayed Grape
0,0,6,124,5,0,0,0,128,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,1,116,5,0.6000000238418579,0,0,98,8,3,3,2,0,0,0,1,5,1,1,0,1,1,1,0,0,1,0,1,0,0.4000000059604645,Not Changed,Stayed Cookie
1,0,1,14,5,1,1,1,2,1,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,1,1,1,1,0.800000011920929,Not Changed,Stayed Grape
0,0,8,284,5,0.20000000298023224,0,0,284,25,3,2,2,0,0,0,1,5,1,8,1,0,1,1,1,0,1,0,1,0,0.20000000298023224,Not Changed,Stayed Cookie
1,0,1,14,5,1,1,1,2,1,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,1,1,1,1,0.800000011920929,Not Changed,Stayed Grape
1,0,2,204,5,1,0,0,191,16,3,3,2,0,0,0,1,8,1,2,0,1,1,1,0,0,0,0,0,0,0.20000000298023224,Not Changed,Stayed Cookie
0,0,8,102,5,0.4000000059604645,0,0,120,10,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,1,0,0.4000000059604645,Not Changed,Stayed Cookie
0,0,4,96,5,0.4000000059604645,0,0,104,9,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,0,1,0,0.4000000059604645,Not Changed,Stayed Cookie
0,0,3,211,5,0,0,0,211,19,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,2,35,5,0,1,1,35,4,2,3,2,0,0,0,0,2,0,2,0,1,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Grape
0,0,1,211,5,0,1,1,211,19,2,2,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Grape
0,0,1,149,5,0.4000000059604645,1,1,137,11,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,1,0,0,0,0,0.20000000298023224,Not Changed,Stayed Grape
1,0,3,263,5,0.4000000059604645,1,1,250,23,2,2,2,0,0,0,0,6,0,3,1,0,1,1,0,0,1,1,0,0,0.4000000059604645,Not Changed,Stayed Grape
1,0,5,103,5,1,1,1,107,9,2,3,2,0,0,0,0,8,0,5,0,1,1,1,1,0,1,1,1,1,0.6000000238418579,Not Changed,Stayed Grape
0,0,1,75,5,0.4000000059604645,1,1,68,6,3,3,3,0,0,0,1,5,1,1,0,1,0,1,0,0,1,1,1,0,0.20000000298023224,Not Changed,Stayed Grape
0,0,2,43,5,0.4000000059604645,1,1,40,4,3,3,2,0,0,0,1,5,1,2,0,1,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Grape
1,0,6,227,5,1,1,0,229,20,2,3,2,-1,0,1,0,8,0,6,0,1,1,1,1,1,0,0,0,0,0.800000011920929,Grape to Cookie,Changed
0,0,6,124,5,0,1,1,128,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Grape
1,0,5,227,5,1,0,0,229,20,2,2,2,0,0,0,0,8,0,5,1,0,1,1,1,0,0,0,0,0,0.800000011920929,Not Changed,Stayed Cookie
0,0,6,130,5,0,1,1,130,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,4,258,5,1,1,0,264,24,3,2,2,-1,0,1,1,8,1,4,1,0,1,1,0,1,0,0,0,0,1,Grape to Cookie,Changed
1,0,8,51,5,1,1,0,55,5,2,3,2,-1,0,1,0,8,0,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579,Grape to Cookie,Changed
1,0,1,220,5,1,1,1,215,19,2,2,2,0,0,0,0,8,0,1,1,0,1,1,0,0,0,0,1,1,0.6000000238418579,Not Changed,Stayed Grape
1,0,6,51,5,1,1,1,55,5,3,3,2,0,0,0,1,8,1,6,0,1,1,1,1,1,0,0,0,0,0.20000000298023224,Not Changed,Stayed Grape
0,0,1,181,5,0,0,1,181,16,3,3,2,1,1,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,Cookie to Grape,Changed
0,0,2,43,5,0.4000000059604645,1,0,40,4,3,6,2,-1,0,1,1,5,1,2,0,0,1,1,0,0,0,0,0,0,0,Grape to Cookie,Changed
0,0,1,116,5,0.6000000238418579,0,0,98,8,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,1,1,1,0,0.4000000059604645,Not Changed,Stayed Cookie
1,0,1,220,5,1,1,1,215,19,3,2,2,0,0,0,1,8,1,1,1,0,1,1,0,0,0,0,0,0,0.4000000059604645,Not Changed,Stayed Grape
1,0,8,21,5,0.6000000238418579,1,1,30,3,3,3,2,0,0,0,1,6,1,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579,Not Changed,Stayed Grape
0,0,8,21,5,0.6000000238418579,1,1,30,3,3,3,2,0,0,0,1,5,1,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579,Not Changed,Stayed Grape
0,0,3,65,5,0.20000000298023224,1,1,63,6,3,3,2,0,0,0,1,5,1,3,0,1,1,1,0,1,0,0,0,0,0.20000000298023224,Not Changed,Stayed Grape
0,0,8,102,5,0.4000000059604645,1,1,120,10,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,1,0,0.4000000059604645,Not Changed,Stayed Grape
0,0,6,130,5,0,1,1,130,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,8,59,5,1,1,1,60,5,2,6,2,0,0,0,0,8,0,8,0,0,1,1,1,1,0,0,0,0,0.6000000238418579,Not Changed,Stayed Grape
0,0,1,147,5,0.6000000238418579,1,1,136,11,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,1,1,1,1,0.4000000059604645,Not Changed,Stayed Grape
0,0,3,65,5,0.20000000298023224,0,0,63,6,3,6,3,0,0,0,1,5,1,3,0,0,0,1,0,1,0,0,0,0,0.20000000298023224,Not Changed,Stayed Cookie
1,0,8,21,5,0.6000000238418579,1,1,30,3,3,3,2,0,0,0,1,6,1,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579,Not Changed,Stayed Grape
0,0,4,2,5,0.4000000059604645,1,1,20,3,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,1,1,0,0,0.4000000059604645,Not Changed,Stayed Grape
0,0,6,124,5,0,1,1,128,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,2,204,5,1,0,0,191,16,2,6,2,0,0,0,0,8,0,2,0,0,1,1,0,0,0,0,0,0,0.800000011920929,Not Changed,Stayed Cookie
0,0,8,23,5,0.4000000059604645,0,0,31,3,2,3,2,0,0,0,0,5,0,8,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,2,43,5,0.4000000059604645,0,0,40,4,2,6,2,0,0,0,0,5,0,2,0,0,1,1,0,0,0,0,0,0,0.4000000059604645,Not Changed,Stayed Cookie
1,0,4,43,5,0.4000000059604645,1,1,40,4,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,0,0,0,0,0.4000000059604645,Not Changed,Stayed Grape
0,0,1,35,5,0,0,1,35,4,3,3,2,1,1,0,1,2,1,1,0,1,1,1,0,0,0,0,1,0,0,Cookie to Grape,Changed
0,0,6,244,5,0,0,1,259,24,3,3,2,1,1,0,1,2,1,6,0,1,1,1,1,0,0,0,1,0,0,Cookie to Grape,Changed
0,0,6,244,5,0,1,0,259,24,2,3,2,-1,0,1,0,2,0,6,0,1,1,1,1,0,1,0,1,0,0,Grape to Cookie,Changed
0,0,4,96,5,0.4000000059604645,1,1,104,9,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,1,1,0,0.4000000059604645,Not Changed,Stayed Grape
1,0,1,116,5,0.6000000238418579,1,1,98,8,3,2,2,0,0,0,1,6,1,1,1,0,1,1,0,0,1,1,1,1,0.4000000059604645,Not Changed,Stayed Grape
1,0,4,2,5,0.4000000059604645,1,0,20,3,2,3,2,-1,0,1,0,6,0,4,0,1,1,1,0,0,1,0,0,0,0.4000000059604645,Grape to Cookie,Changed
1,0,4,227,5,1,1,1,229,20,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,0,0,0,0,0.800000011920929,Not Changed,Stayed Grape
0,0,1,181,5,0,1,1,181,16,3,3,2,0,0,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,5,103,5,1,1,1,107,9,2,3,2,0,0,0,0,8,0,5,0,1,1,1,1,1,0,0,0,0,0.6000000238418579,Not Changed,Stayed Grape
