incentive,private,grade,table,table_size,table_incentive_pr,grape,grape2,cluster,strata,sex,race,lunch,dg,sw,sc,male,group,sex_mf,grade_mod,black,hispanic,free,public,above_grade_median,nosurvey,dbestfriend,dbestfriend_i,dpopular,dpopular_i,tpr_own,Switched,Stayed
1,0,5,38,6,0.6666666865348816,0,0,50,5,2,3,2,0,0,0,0,6,0,5,0,1,1,1,1,0,0,0,0,0,0.1666666716337204,Not Changed,Stayed Cookie
1,0,6,95,6,1,0,0,117,10,3,2,2,0,0,0,1,8,1,6,1,0,1,1,1,0,1,1,1,1,1,Not Changed,Stayed Cookie
1,0,6,95,6,1,0,0,117,10,3,3,2,0,0,0,1,8,1,6,0,1,1,1,1,0,1,1,1,1,1,Not Changed,Stayed Cookie
1,0,8,83,6,0.6666666865348816,0,0,86,7,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,0,1,1,0,0,0.6666666865348816,Not Changed,Stayed Cookie
1,0,0,136,6,0.6666666865348816,1,1,133,11,3,2,2,0,0,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.5,Not Changed,Stayed Grape
0,0,5,121,6,0.1666666716337204,0,0,113,9,3,2,2,0,0,0,1,5,1,5,1,0,1,1,1,0,1,1,1,0,0.1666666716337204,Not Changed,Stayed Cookie
1,0,2,82,6,0.5,1,1,72,6,2,3,2,0,0,0,0,6,0,2,0,1,1,1,0,1,0,0,0,0,0.1666666716337204,Not Changed,Stayed Grape
0,0,5,121,6,0.1666666716337204,1,1,113,9,3,3,2,0,0,0,1,5,1,5,0,1,1,1,1,0,1,0,1,0,0.1666666716337204,Not Changed,Stayed Grape
0,0,1,44,6,0.1666666716337204,0,1,41,4,3,3,2,1,1,0,1,5,1,1,0,1,1,1,0,0,1,0,1,0,0.1666666716337204,Cookie to Grape,Changed
1,0,1,177,6,1,0,1,170,14,2,2,2,1,1,0,0,8,0,1,1,0,1,1,0,0,1,1,0,0,0.5,Cookie to Grape,Changed
0,0,2,135,6,0.5,0,0,132,11,2,2,2,0,0,0,0,5,0,2,1,0,1,1,0,0,1,1,1,0,0.3333333432674408,Not Changed,Stayed Cookie
0,0,3,119,6,0,0,0,112,9,3,2,2,0,0,0,1,2,1,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,6,6,6,0,1,1,22,3,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,0,0,1,0,0,Not Changed,Stayed Grape
0,0,4,196,6,0,1,1,197,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Grape
0,0,6,6,6,0,1,1,22,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Grape
0,0,3,243,6,0.3333333432674408,1,1,245,23,3,2,2,0,0,0,1,5,1,3,1,0,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,1,195,6,0.6666666865348816,0,1,188,16,3,3,2,1,1,0,1,6,1,1,0,1,1,1,0,0,1,1,1,1,0.5,Cookie to Grape,Changed
1,0,0,141,6,1,1,1,134,11,3,3,2,0,0,0,1,8,1,0,0,1,1,1,0,1,0,0,0,0,0.3333333432674408,Not Changed,Stayed Grape
1,0,0,136,6,0.6666666865348816,1,1,133,11,3,2,2,0,0,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.5,Not Changed,Stayed Grape
0,0,1,257,6,0.3333333432674408,0,0,248,23,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,1,0,0,0,0,0.3333333432674408,Not Changed,Stayed Cookie
1,0,6,95,6,1,1,0,117,10,3,2,2,-1,0,1,1,8,1,6,1,0,1,1,1,0,1,1,1,1,1,Grape to Cookie,Changed
0,0,2,186,6,0,0,0,185,16,3,3,4,0,0,0,1,2,1,2,0,1,0,1,0,0,0,0,1,0,0,Not Changed,Stayed Cookie
0,0,1,44,6,0.1666666716337204,1,1,41,4,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Grape
0,0,1,76,6,0.3333333432674408,0,1,69,6,2,3,2,1,1,0,0,5,0,1,0,1,1,1,0,0,1,0,0,0,0,Cookie to Grape,Changed
1,0,6,50,6,0.5,1,1,54,5,3,3,2,0,0,0,1,6,1,6,0,1,1,1,1,0,1,1,1,0,0.5,Not Changed,Stayed Grape
0,0,3,33,6,0,1,1,19,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
1,0,0,270,7,0.5714285969734192,1,1,243,22,2,3,2,0,0,0,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,4,161,7,0.4285714328289032,0,0,161,14,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,1,1,0,0,Not Changed,Stayed Cookie
1,0,0,270,7,0.5714285969734192,0,1,243,22,3,2,2,1,1,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.2857142984867096,Cookie to Grape,Changed
1,0,8,26,7,1,0,0,32,3,2,3,2,0,0,0,0,8,0,8,0,1,1,1,1,1,0,0,0,0,0.5714285969734192,Not Changed,Stayed Cookie
1,0,4,231,7,0.5714285969734192,1,1,230,20,2,2,2,0,0,0,0,6,0,4,1,0,1,1,0,0,0,0,0,0,0.5714285969734192,Not Changed,Stayed Grape
1,0,2,91,7,0.4285714328289032,1,1,91,8,3,3,3,0,0,0,1,6,1,2,0,1,0,1,0,0,1,1,0,0,0.2857142984867096,Not Changed,Stayed Grape
1,0,8,26,7,1,0,0,32,3,2,2,2,0,0,0,0,8,0,8,1,0,1,1,1,1,0,0,0,0,0.5714285969734192,Not Changed,Stayed Cookie
0,0,0,217,7,0.4285714328289032,0,0,214,19,2,2,2,0,0,0,0,5,0,0,1,0,1,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
0,0,6,250,7,0,1,1,261,24,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Grape
0,0,3,49,7,0,1,1,45,4,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
1,0,1,118,7,0.5714285969734192,1,1,99,8,3,3,2,0,0,0,1,6,1,1,0,1,1,1,0,1,0,0,0,0,0.1428571492433548,Not Changed,Stayed Grape
0,0,2,57,7,0.4285714328289032,1,1,48,4,2,3,4,0,0,0,0,5,0,2,0,1,0,1,0,0,0,0,0,0,0.1428571492433548,Not Changed,Stayed Grape
1,0,1,118,7,0.5714285969734192,1,1,99,8,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,1,1,0,0.4285714328289032,Not Changed,Stayed Grape
0,0,1,118,7,0.5714285969734192,1,0,99,8,3,2,2,-1,0,1,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0.1428571492433548,Grape to Cookie,Changed
0,0,1,182,7,0,1,1,182,16,3,3,2,0,0,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,Not Changed,Stayed Grape
1,0,1,57,7,0.4285714328289032,1,1,48,4,3,3,2,0,0,0,1,6,1,1,0,1,1,1,0,0,1,0,1,1,0.2857142984867096,Not Changed,Stayed Grape
0,0,3,129,7,0,1,1,116,9,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,3,129,7,0,1,1,116,9,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Grape
1,0,6,232,7,0.4285714328289032,1,1,231,20,3,2,2,0,0,0,1,6,1,6,1,0,1,1,1,0,1,1,1,1,0.4285714328289032,Not Changed,Stayed Grape
0,0,4,57,7,0.4285714328289032,1,1,48,4,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,0,0,0,0,0.1428571492433548,Not Changed,Stayed Grape
0,0,6,250,7,0,1,0,261,24,3,2,2,-1,0,1,1,2,1,6,1,0,1,1,1,0,1,0,1,0,0,Grape to Cookie,Changed
0,0,4,37,7,0.5714285969734192,1,1,37,4,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,1,0,0,0.2857142984867096,Not Changed,Stayed Grape
1,0,5,39,7,0.5714285969734192,0,0,51,5,3,3,2,0,0,0,1,6,1,5,0,1,1,1,1,0,0,0,1,0,0.1428571492433548,Not Changed,Stayed Cookie
0,0,4,36,7,0,0,0,36,4,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,1,1,0.4285714328289032,Not Changed,Stayed Cookie
1,0,2,217,7,0.4285714328289032,1,1,214,19,2,2,1,0,0,0,0,6,0,2,1,0,0,1,0,0,0,0,1,1,0.2857142984867096,Not Changed,Stayed Grape
0,0,6,127,7,0,1,1,129,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,1,229,7,0,0,0,218,19,2,2,4,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,3,49,7,0,0,1,45,4,2,3,4,1,1,0,0,2,0,3,0,1,0,1,0,0,1,0,0,0,0,Cookie to Grape,Changed
1,0,2,91,7,0.4285714328289032,1,1,91,8,3,3,2,0,0,0,1,6,1,2,0,1,1,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,4,231,7,0.5714285969734192,0,0,230,20,3,2,2,0,0,0,1,5,1,4,1,0,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,4,161,7,0.4285714328289032,0,0,161,14,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,4,77,7,0.4285714328289032,0,0,70,6,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,0,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
0,0,1,118,7,0.5714285969734192,0,0,99,8,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,1,0,1,0,0.1428571492433548,Not Changed,Stayed Cookie
1,0,1,144,7,0.4285714328289032,1,1,135,11,2,4,2,0,0,0,0,6,0,1,0,0,1,1,0,0,1,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,5,232,7,0.4285714328289032,0,0,231,20,2,2,2,0,0,0,0,5,0,5,1,0,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,5,39,7,0.5714285969734192,0,0,51,5,2,3,2,0,0,0,0,5,0,5,0,1,1,1,1,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,3,49,7,0,0,0,45,4,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,4,194,7,0,0,0,196,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,5,231,7,0.5714285969734192,1,1,230,20,3,2,2,0,0,0,1,5,1,5,1,0,1,1,1,0,0,0,1,0,0,Not Changed,Stayed Grape
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,3,49,7,0,1,1,45,4,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,0,0,1,0,0,Not Changed,Stayed Grape
0,0,6,150,7,0,0,0,156,13,3,2,3,0,0,0,1,2,1,6,1,0,0,1,1,0,0,0,1,0,0,Not Changed,Stayed Cookie
1,0,5,231,7,0.5714285969734192,1,1,230,20,2,3,2,0,0,0,0,6,0,5,0,1,1,1,1,0,0,0,0,0,0.5714285969734192,Not Changed,Stayed Grape
1,0,8,240,7,0.4285714328289032,0,0,270,25,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,0,0,0,0,0,0.4285714328289032,Not Changed,Stayed Cookie
1,0,8,26,7,1,0,0,32,3,3,3,2,0,0,0,1,8,1,8,0,1,1,1,1,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
1,0,4,77,7,0.4285714328289032,1,1,70,6,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,1,36,7,0,1,0,36,4,2,2,2,-1,0,1,0,2,0,1,1,0,1,1,0,0,1,0,0,0,0,Grape to Cookie,Changed
0,0,6,150,7,0,0,0,156,13,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,0,217,7,0.4285714328289032,0,0,214,19,3,2,4,0,0,0,1,5,1,0,1,0,0,1,0,1,0,0,0,0,0.1428571492433548,Not Changed,Stayed Cookie
1,0,2,37,7,0.5714285969734192,1,1,37,4,3,2,2,0,0,0,1,6,1,2,1,0,1,1,0,0,1,1,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,6,127,7,0,1,1,129,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,2,91,7,0.4285714328289032,1,1,91,8,3,2,2,0,0,0,1,5,1,2,1,0,1,1,0,0,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,4,194,7,0,0,0,196,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,2,91,7,0.4285714328289032,0,1,91,8,3,2,2,1,1,0,1,5,1,2,1,0,1,1,0,0,0,0,1,1,0.2857142984867096,Cookie to Grape,Changed
1,0,6,232,7,0.4285714328289032,1,1,231,20,3,2,2,0,0,0,1,6,1,6,1,0,1,1,1,0,1,1,0,0,0.4285714328289032,Not Changed,Stayed Grape
0,0,4,37,7,0.5714285969734192,0,0,37,4,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
0,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,0,1,0,0.4285714328289032,Not Changed,Stayed Cookie
0,0,4,194,7,0,0,0,196,17,2,2,3,0,0,0,0,2,0,4,1,0,0,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,127,7,0,1,1,129,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,1,0,0,Not Changed,Stayed Grape
0,0,3,49,7,0,0,0,45,4,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,2,229,7,0,0,0,218,19,2,2,2,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,1,0,0,Not Changed,Stayed Cookie
1,0,8,26,7,1,0,0,32,3,2,3,4,0,0,0,0,8,0,8,0,1,0,1,1,1,0,0,0,0,0.5714285969734192,Not Changed,Stayed Cookie
0,0,3,129,7,0,1,0,116,9,2,2,2,-1,0,1,0,2,0,3,1,0,1,1,0,0,1,0,0,0,0,Grape to Cookie,Changed
0,0,6,127,7,0,1,1,129,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Grape
1,0,3,217,7,0.4285714328289032,1,0,214,19,3,3,2,-1,0,1,1,6,1,3,0,1,1,1,0,0,0,0,1,1,0.1428571492433548,Grape to Cookie,Changed
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,6,0,8,1,0,1,1,1,1,0,0,0,0,0.4285714328289032,Not Changed,Stayed Cookie
0,0,2,91,7,0.4285714328289032,0,0,91,8,3,3,3,0,0,0,1,5,1,2,0,1,0,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
0,0,0,270,7,0.5714285969734192,1,1,243,22,2,2,2,0,0,0,0,5,0,0,1,0,1,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
1,0,3,217,7,0.4285714328289032,1,1,214,19,2,3,2,0,0,0,0,6,0,3,0,1,1,1,0,0,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,1,36,7,0,0,0,36,4,2,6,4,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,Not Changed,Stayed Cookie
1,0,6,231,7,0.5714285969734192,1,1,230,20,2,2,2,0,0,0,0,6,0,6,1,0,1,1,1,0,0,0,1,1,0.5714285969734192,Not Changed,Stayed Grape
0,0,6,150,7,0,0,0,156,13,3,6,2,0,0,0,1,2,1,6,0,0,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,150,7,0,0,0,156,13,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,4,61,7,0.2857142984867096,0,0,61,6,2,3,1,0,0,0,0,5,0,4,0,1,0,1,0,0,1,0,1,0,0.1428571492433548,Not Changed,Stayed Cookie
1,0,4,77,7,0.4285714328289032,1,1,70,6,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
1,0,4,61,7,0.2857142984867096,1,1,61,6,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,1,0,0.1428571492433548,Not Changed,Stayed Grape
0,0,4,194,7,0,0,0,196,17,3,3,2,0,0,0,1,2,1,4,0,1,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0,Not Changed,Stayed Cookie
0,0,4,231,7,0.5714285969734192,0,0,230,20,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,0,0,1,0,0.5714285969734192,Not Changed,Stayed Cookie
0,0,2,91,7,0.4285714328289032,0,1,91,8,3,2,2,1,1,0,1,5,1,2,1,0,1,1,0,0,0,0,0,0,0.2857142984867096,Cookie to Grape,Changed
0,0,0,270,7,0.5714285969734192,1,1,243,22,2,3,2,0,0,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
1,0,1,11,7,1,1,1,1,1,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,6,127,7,0,0,1,129,10,2,2,2,1,1,0,0,2,0,6,1,0,1,1,1,0,1,0,1,0,0,Cookie to Grape,Changed
0,0,4,194,7,0,1,1,196,17,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Grape
0,0,5,39,7,0.5714285969734192,0,0,51,5,2,3,2,0,0,0,0,5,0,5,0,1,1,1,1,0,1,1,0,0,0,Not Changed,Stayed Cookie
1,0,8,26,7,1,0,0,32,3,2,3,4,0,0,0,0,8,0,8,0,1,0,1,1,0,1,1,1,1,0.5714285969734192,Not Changed,Stayed Cookie
0,0,4,77,7,0.4285714328289032,0,0,70,6,2,2,3,0,0,0,0,5,0,4,1,0,0,1,0,0,0,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
0,0,3,217,7,0.4285714328289032,0,0,214,19,2,2,2,0,0,0,0,5,0,3,1,0,1,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
0,0,4,61,7,0.2857142984867096,0,0,61,6,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,1,1,0,0,0.1428571492433548,Not Changed,Stayed Cookie
0,0,0,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,1,182,7,0,0,0,182,16,2,3,2,0,0,0,0,2,0,1,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,4,194,7,0,0,0,196,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,1,0,0,Not Changed,Stayed Cookie
0,0,3,49,7,0,1,0,45,4,3,3,2,-1,0,1,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0,Grape to Cookie,Changed
0,0,0,270,7,0.5714285969734192,1,1,243,22,2,6,2,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,2,36,7,0,0,0,36,4,2,3,2,0,0,0,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,Not Changed,Stayed Cookie
1,0,4,57,7,0.4285714328289032,1,1,48,4,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,1,0,0.1428571492433548,Not Changed,Stayed Grape
0,0,0,229,7,0,0,0,218,19,2,2,2,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,Not Changed,Stayed Cookie
0,0,4,77,7,0.4285714328289032,0,0,70,6,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096,Not Changed,Stayed Cookie
1,0,1,11,7,1,1,1,1,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,1,1,1,1,0.7142857313156128,Not Changed,Stayed Grape
1,0,2,57,7,0.4285714328289032,1,1,48,4,3,3,2,0,0,0,1,6,1,2,0,1,1,1,0,0,0,0,0,0,0.2857142984867096,Not Changed,Stayed Grape
0,0,6,250,7,0,0,0,261,24,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,0,0,1,0,0,Not Changed,Stayed Cookie
1,0,1,118,7,0.5714285969734192,1,1,99,8,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,1,0,0,0.4285714328289032,Not Changed,Stayed Grape
0,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,0,0,0.4285714328289032,Not Changed,Stayed Cookie
